
-0.7	0	1
-0.7	0	1
-0.65	0.010194	0.05
-0.625	0.0150483	0.025
-0.6125	0.0174128	0.0125
-0.5875	0.0220779	0.025
-0.575	0.0243461	0.0125
-0.55	0.028817	0.025
-0.5375	0.0309864	0.0125
-0.5125	0.035258	0.025
-0.5	0.037326	0.0125
-0.475	0.0413932	0.025
-0.4625	0.0433574	0.0125
-0.4375	0.0472154	0.025
-0.425	0.0490733	0.0125
-0.4	0.0527172	0.025
-0.3875	0.0544664	0.0125
-0.3625	0.0578912	0.025
-0.35	0.0595293	0.0125
-0.325	0.0627304	0.025
-0.3125	0.0642551	0.0125
-0.2875	0.0672276	0.025
-0.275	0.0686366	0.0125
-0.25	0.0713761	0.025
-0.2375	0.072667	0.0125
-0.2125	0.0751689	0.025
-0.2	0.0763394	0.0125
-0.175	0.0785992	0.025
-0.1625	0.0796473	0.0125
-0.1375	0.0816605	0.025
-0.125	0.0825839	0.0125
-0.1	0.0843463	0.025
-0.0875	0.0851429	0.0125
-0.0625	0.0866502	0.025
-0.05	0.0873178	0.0125
-0.025	0.0885659	0.025
-0.0125	0.0891025	0.0125
0.0125	0.0900873	0.025
0.025	0.0904908	0.0125
0.05	0.0912083	0.025
0.0625	0.0914768	0.0125
0.0875	0.091923	0.025
0.1	0.0920546	0.0125
0.125	0.0922256	0.025
0.1375	0.0922184	0.0125
0.1625	0.0921105	0.025
0.175	0.0919627	0.0125
0.2	0.0915722	0.025
0.2125	0.0912818	0.0125
0.2375	0.0906052	0.025
0.25	0.0901706	0.0125
0.275	0.0892044	0.025
0.2875	0.0886238	0.0125
0.3125	0.0873645	0.025
0.325	0.0866363	0.0125
0.35	0.0850806	0.025
0.3625	0.0842031	0.0125
0.3875	0.0823478	0.025
0.4	0.0813194	0.0125
0.425	0.0791613	0.025
0.4375	0.0779806	0.0125
0.4625	0.0755167	0.025
0.475	0.0741821	0.0125
0.5	0.0714095	0.025
0.5125	0.0699195	0.0125
0.5375	0.0668352	0.025
0.55	0.0651885	0.0125
0.575	0.0617899	0.025
0.5875	0.0599851	0.0125
0.6125	0.0562694	0.025
0.625	0.0543052	0.0125
0.65	0.0502699	0.025
0.6625	0.048145	0.0125
0.6875	0.0437876	0.025
0.7	0.0415009	0.0125
0.725	0.0368189	0.025
0.7375	0.0343692	0.0125
0.7625	0.0293603	0.025
0.775	0.0267465	0.0125
0.8	0.0214087	0.025
0.8125	0.0186296	0.0125
0.8375	0.0129607	0.025
0.85	0.0100153	0.0125
0.875	0.00401328	0.025
0.8875	0.000900764	0.0125
0.9125	-0.00543634	0.025
0.925	-0.00871698	0.0125
0.95	-0.0153909	0.025
0.9625	-0.0188406	0.0125
0.9875	-0.0258531	0.025
